Year,Agency Name,Name of Donor (Individual or Firm),Value of Donation,Agency Category,Donation Type,Unique Identifier,Gender,Age,Education Level,Employment Status,Internet Access,Marital Status,Ethnicity,Location
2019,Education (Department of),CS4ALL ; FUNDS PUB SCHL 22  9,1848082.0,Education,Monetary Donation,DONOR_305,Male,33.0,College,Full-Time,No,Married,Hispanic or Latino,Urban
2019,Education (Department of),CSI HS for International Studies PTA & The city of NYC of Education  CSI HS for INTL Studies ; Educational Initiative at 31R047 ; SELF SUSTAINING 77 9,10000.0,Education,Monetary Donation,DONOR_306,Female,18.0,High School or Less,Full-Time,Yes,Single,Black or African American,Urban
2019,Education (Department of),D.14 Prof. Dev. in the Arts Grant/Urban Arts Partnership ; MISC FED GRANT 90  9,320066.0,Education,Monetary Donation,DONOR_307,Female,41.0,High School or Less,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),D.16 SAMHSA Project Aware Grant ; MISC FED GRANT 33  9,840946.0,Education,Monetary Donation,DONOR_308,Male,18.0,Doctorate,Full-Time,Yes,Single,Asian,Rural
2019,Education (Department of),D27-D29 Magnet Grant new U165A160013 ; MAGNET SCH FED 04  7,34425000.0,Education,Monetary Donation,DONOR_309,Female,47.0,Masters Level,Unemployed,Yes,Single,White,Suburban
2019,Education (Department of),D30-D25 Magnet Grant U165A160045 ; MAGNET SCH FED 05  7,31500000.0,Education,Monetary Donation,DONOR_310,Male,32.0,College,Full-Time,Yes,Married,White,Suburban
2019,Education (Department of),D65 Admin Trials Unit ; SELF SUSTAINING 11 0,342000.0,Education,Monetary Donation,DONOR_311,Female,63.0,High School or Less,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),DCAS ; DCAS Intra-City School Rentals for Examinations ; INTRA-CITY-43      0,50000.0,Education,Monetary Donation,DONOR_312,Male,20.0,Doctorate,Full-Time,No,Married,Other,Urban
2019,Education (Department of),DCAS ; DOE Energy Challenge ; INTRA-CITY-46      9,25000.0,Education,Monetary Donation,DONOR_313,Male,34.0,Doctorate,Part-Time,Yes,Married,White,Urban
2019,Education (Department of),DCAS Intra-City School Rentals for Examinations ; INTRA-CITY-43      9,50000.0,Education,Monetary Donation,DONOR_314,Female,43.0,Masters Level,Full-Time,No,Divorced,White,Urban
2019,Education (Department of),Demand Response Revenue ; PRIVATE GRANT  99  9,10673916.0,Education,Monetary Donation,DONOR_315,Male,41.0,College,Full-Time,Yes,Married,Other,Suburban
2019,Education (Department of),Department of Cultural Affairs ; IC REV DCLA Maintenance ; INTRA-CITY-23      9,24998.0,Education,Monetary Donation,DONOR_316,Female,24.0,Masters Level,Full-Time,No,Married,White,Suburban
2019,Education (Department of),Digital Promise ; Digital Promise ; Fund for Public Schools ; FUNDS PUB SCHL 03  0,47046.0,Education,Monetary Donation,DONOR_317,Male,41.0,High School or Less,Part-Time,No,Widowed,White,Urban
2019,Education (Department of),Digital Promise ; FUNDS PUB SCHL 358 9,361289.0,Education,Monetary Donation,DONOR_318,Male,56.0,High School or Less,Full-Time,No,Married,White,Urban
2019,Education (Department of),Digital Promise ; PS 96M - Digital Promise ; Fund for Public Schools ; FUNDS PUB SCHL 358 9,50000.0,Education,Monetary Donation,DONOR_319,Female,35.0,College,Full-Time,Yes,Single,Black or African American,Suburban
2019,Education (Department of),Disney Program at 31R054 ; SELF SUSTAINING 49 0,8965.0,Education,Monetary Donation,DONOR_320,Male,27.0,College,Full-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),Disney Program at 31R054 ; SELF SUSTAINING 49 9,30400.0,Education,Monetary Donation,DONOR_321,Female,59.0,High School or Less,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),district ; D26 Summer Youth Enrichment Program ; SELF SUSTAINING 10 0,170000.0,Education,Monetary Donation,DONOR_322,Male,51.0,Masters Level,Part-Time,Yes,Married,White,Urban
2019,Education (Department of),District 19's Early College HS - Smart Scholars IV Grant ; STATE MISC. 06     9,88800.0,Education,Monetary Donation,DONOR_323,Female,36.0,Masters Level,Unemployed,Yes,Divorced,White,Urban
2019,Education (Department of),District 30 Learning Technology Grant ; STATE MISC. 67     9,91461.0,Education,Monetary Donation,DONOR_324,Female,38.0,Masters Level,Full-Time,No,Married,White,Urban
2019,Education (Department of),District 97 - PROMISE GRANT (Promoting the Readiness of Minors in Supplemental Security Income) ; MISC FED GRANT 27  5,10940564.0,Education,Monetary Donation,DONOR_325,Female,64.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),Division of Criminal Justice Services/NYSED Federal Pass through ; 23K363 - BCMS/Midnight Madness/Vital Brooklyn Grant ; STATE MISC. 02     0,50000.0,Education,Monetary Donation,DONOR_326,Female,34.0,College,Full-Time,Yes,Single,Black or African American,Rural
2019,Education (Department of),DOE c/o P.S. 5 ; Test Prep Program at 31R005 ; SELF SUSTAINING 54 0,27600.0,Education,Monetary Donation,DONOR_327,Female,28.0,College,Part-Time,Yes,Married,White,Rural
2019,Education (Department of),DOHMH (IC REV) ; IC Revenue ANT DOHMH ; INTRA-CITY-28      0,14200000.0,Education,Monetary Donation,DONOR_328,Female,40.0,High School or Less,Full-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),DOHMH ; CDC Comprehensive PS1807   ; CDC COMPREHENSIVE7 0,449130.0,Education,Monetary Donation,DONOR_329,Female,21.0,Masters Level,Full-Time,Yes,Single,Hispanic or Latino,Urban
2019,Education (Department of),DOHMH Dental Services Reimbursement ; INTRA-CITY-32      9,75200.0,Education,Monetary Donation,DONOR_330,Male,34.0,Doctorate,Full-Time,No,Married,White,Urban
2019,Education (Department of),DOHMH IC Revenue ; DOHMH Dental Services Reimbursement ; INTRA-CITY-32      9,75200.0,Education,Monetary Donation,DONOR_331,Female,42.0,Masters Level,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),Ds 46 Teaching Fellows ; SELF SUSTAINING 10 0,17333141.0,Education,Monetary Donation,DONOR_332,Male,34.0,College,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),Ds 46 Teaching Fellows ; SELF SUSTAINING 10 9,17912684.0,Education,Monetary Donation,DONOR_333,Female,36.0,Doctorate,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),DSAP ; City Seekers - D.1 ; Fund for Public Schools ; FUNDS PUB SCHL 43  0,16499.0,Education,Monetary Donation,DONOR_334,Male,31.0,High School or Less,Full-Time,Yes,Single,Hispanic or Latino,Urban
2019,Education (Department of),DSAP/Essex Crossing ; City Seekers Enrichment ; Fund for Public Schools ; FUNDS PUB SCHL 388 9,26288.0,Education,Monetary Donation,DONOR_335,Male,30.0,High School or Less,Full-Time,Yes,Single,White,Suburban
2019,Education (Department of),DSNY ; IC DSNY Recycling Champions ; INTRA-CITY-21      0,972848.0,Education,Monetary Donation,DONOR_336,Female,37.0,Masters Level,Full-Time,Yes,Married,Asian,Urban
2019,Education (Department of),DSNY ; IC REV DSNY Recycling Initiative ; INTRA-CITY-22      9,249618.0,Education,Monetary Donation,DONOR_337,Male,51.0,College,Unemployed,No,Single,White,Urban
2019,Education (Department of),DSWDELL ; 29q135 Arts grant for ELL and Students with Disabilities ; PRIVATE GRANT  33  9,7500.0,Education,Monetary Donation,DONOR_338,Female,32.0,High School or Less,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),Dual Language ; FUNDS PUB SCHL 57  9,181487.0,Education,Monetary Donation,DONOR_339,Male,30.0,College,Full-Time,Yes,Single,White,Rural
2019,Education (Department of),DUMBO ; PS 307K - OTPS ; Fund for Public Schools ; FUNDS PUB SCHL 41  0,5186.0,Education,Monetary Donation,DONOR_340,Female,32.0,Masters Level,Part-Time,Yes,Married,White,Urban
2019,Education (Department of),DUMBO Improvement District ; PS 307K - Student Enrichment ; Fund for Public Schools ; FUNDS PUB SCHL 352 9,10000.0,Education,Monetary Donation,DONOR_341,Female,21.0,Masters Level,Part-Time,Yes,Married,White,Suburban
2019,Education (Department of),Early College High School - Smart Scholars 4 - D19 ; STATE MISC. 06     0,130600.0,Education,Monetary Donation,DONOR_342,Male,61.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),Early Intervention Transition ; FUNDS PUB SCHL 392 9,45866.0,Education,Monetary Donation,DONOR_343,Female,43.0,College,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),Early Intervention Transition ; FUNDS PUB SCHL 81  9,138553.0,Education,Monetary Donation,DONOR_344,Male,34.0,College,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),Early Morning/After School Program at 31R026 ; SELF SUSTAINING 40 9,518803.0,Education,Monetary Donation,DONOR_345,Male,30.0,College,Part-Time,Yes,Single,Asian,Urban
2019,Education (Department of),East Side House ; East Side House Award for 07X018 ; PRIVATE GRANT  31  0,5940.0,Education,Monetary Donation,DONOR_346,Male,24.0,Masters Level,Full-Time,Yes,Married,Black or African American,Rural
2019,Education (Department of),EDC - Equitable Computer Science Implementation   ; PRIVATE GRANT  33  9,74417.0,Education,Monetary Donation,DONOR_347,Male,23.0,College,Full-Time,Yes,Divorced,White,Urban
2019,Education (Department of),Education Development Center Inc. ; EDC - Equitable Computer Science Implementation ; PRIVATE GRANT  33  0,278911.0,Education,Monetary Donation,DONOR_348,Female,33.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),Educational Initiative at 31R047 ; SELF SUSTAINING 77 9,13000.0,Education,Monetary Donation,DONOR_349,Female,27.0,College,Full-Time,No,Married,Black or African American,Urban
2019,Education (Department of),Educational Initiatives at 22K611 ; NEW VISIONS 20     0,92656.0,Education,Monetary Donation,DONOR_350,Female,19.0,College,Full-Time,Yes,Divorced,Asian,Rural
2019,Education (Department of),Educational Initiatives at 31R047 ; PRIVATE GRANT  37  0,12082.0,Education,Monetary Donation,DONOR_351,Female,18.0,College,Full-Time,Yes,Married,White,Suburban
2019,Education (Department of),el education/robin hood ; 27q306 El Education ; PRIVATE GRANT  32  9,14792.5,Education,Monetary Donation,DONOR_352,Female,25.0,High School or Less,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),ELT - Extended Learning Time ; STATE MISC. 41     0,7599821.0,Education,Monetary Donation,DONOR_353,Female,26.0,High School or Less,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),ELT - Extended Learning Time ; STATE MISC. 41     9,10599821.0,Education,Monetary Donation,DONOR_354,Male,45.0,College,Unemployed,Yes,Married,Black or African American,Suburban
2019,Education (Department of),Enrichment Program at 31R060. ; SELF SUSTAINING 42 9,20217.62,Education,Monetary Donation,DONOR_355,Male,18.0,Doctorate,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),Entertainment Services ; PS 408M - music ; Fund for Public Schools ; FUNDS PUB SCHL 38  0,25000.0,Education,Monetary Donation,DONOR_356,Female,49.0,Doctorate,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),ERHS PTA Inc ; 02M416 ERHS PTA Inc ; PRIV PTA GRANT 15  0,125000.0,Education,Monetary Donation,DONOR_357,Male,27.0,College,Full-Time,No,Married,White,Suburban
2019,Education (Department of),ESIS ; 29q116 OTPS ; PRIVATE GRANT  34  9,6000.0,Education,Monetary Donation,DONOR_358,Male,30.0,Doctorate,Full-Time,No,Single,Black or African American,Urban
2019,Education (Department of),Eucalyptus Foundation ; PS 131M - after school ; Fund for Public Schools ; FUNDS PUB SCHL 383 9,50000.0,Education,Monetary Donation,DONOR_359,Male,43.0,Masters Level,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),Extended School Day/School Violence Prevention ; Extended School Day/School Violence Prevention ; STATE MISC. 26     0,40195.18,Education,Monetary Donation,DONOR_360,Female,35.0,College,Full-Time,No,Single,White,Urban
2019,Education (Department of),Face Lab (stipends) ; FUNDS PUB SCHL 38  9,15271.0,Education,Monetary Donation,DONOR_361,Male,18.0,Masters Level,Full-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),Federal Grant via SED Office of Mental Health (OMH) - SAMHSA ; D.16 SAMHSA Project Aware Grant ; MISC FED GRANT 33  9,420473.0,Education,Monetary Donation,DONOR_362,Female,33.0,Doctorate,Full-Time,Yes,Single,White,Suburban
2019,Education (Department of),Federal Magnet Schools Assistance Program - D.14-D.32 Consortium ; MAGNET SCH FED 03  7,11625000.0,Education,Monetary Donation,DONOR_363,Male,48.0,College,Full-Time,Yes,Single,Hispanic or Latino,Urban
2019,Education (Department of),Federal Pass Through ; Learning Technology Grant - iLearn NYC/D.13 & D.19 ; NYC STATE MISCELLANEOUS,199519.0,Education,Monetary Donation,DONOR_364,Male,42.0,High School or Less,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),Fingerprinting ; SELF SUSTAINING 12 0,3991360.0,Education,Monetary Donation,DONOR_365,Female,40.0,Masters Level,Full-Time,Yes,Single,Hispanic or Latino,Rural
2019,Education (Department of),"Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization ; 03M485 Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization (Musical) ; PRIVATE GRANT  43  0",125000.0,Education,Monetary Donation,DONOR_366,Female,35.0,College,Full-Time,Yes,Married,Other,Suburban
2019,Education (Department of),"Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization ; 03M485 Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization ; PRIVATE GRANT  45  9",40000.0,Education,Monetary Donation,DONOR_367,Female,43.0,College,Full-Time,Yes,Divorced,White,Suburban
2019,Education (Department of),Friends and Family of PS11 ; 02M011 Friends and Family of PS11 ; PRIVATE GRANT  32  0,325000.0,Education,Monetary Donation,DONOR_368,Female,23.0,High School or Less,Full-Time,Yes,Married,White,Rural
2019,Education (Department of),Friends of CAS ; PS 258M - afterschool ; Fund for Public Schools ; FUNDS PUB SCHL 56  0,25000.0,Education,Monetary Donation,DONOR_369,Female,29.0,College,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),Friends of Central Park East High School ; 04M555 Friends of Central Park East High School ; PRIVATE GRANT  33  0,32575.0,Education,Monetary Donation,DONOR_370,Male,26.0,Masters Level,Unemployed,Yes,Married,White,Suburban
2019,Education (Department of),Friends of Central Park East High School ; 04M555 Friends of Central Park East High School(East Harlem Partnership) ; PRIVATE GRANT  34  0,71558.0,Education,Monetary Donation,DONOR_371,Female,43.0,College,Full-Time,Yes,Married,Black or African American,Rural
2019,Education (Department of),Friends of Central Park East HS ; 04M680 Hecksher Collaboration (Friends of Central Park East HS) ; PRIVATE GRANT  39  0,87908.0,Education,Monetary Donation,DONOR_372,Female,22.0,College,Full-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),Friends of PS/IS 187 ; 06M187 Friends of PS/IS 187 ; PRIVATE GRANT  32  0,22000.0,Education,Monetary Donation,DONOR_373,Female,42.0,Masters Level,Full-Time,No,Divorced,White,Urban
2019,Education (Department of),Friends of the High School for Environmental Studies Inc ; 02M400 Friends of the High School for Environmental Studies Inc ; PRIV PTA GRANT 26  0,8000.0,Education,Monetary Donation,DONOR_374,Female,27.0,College,Full-Time,Yes,Single,Black or African American,Urban
2019,Education (Department of),Friends of the SALK School of Science ; 02M255 Friends of the SALK School of Science ; PRIVATE GRANT  33  0,95000.0,Education,Monetary Donation,DONOR_375,Female,46.0,College,Full-Time,Yes,Married,White,Rural
2019,Education (Department of),Funding will support the Latchkey Program at 31R069. ; SELF SUSTAINING 20 9,383000.0,Education,Monetary Donation,DONOR_376,Female,30.0,High School or Less,Full-Time,Yes,Divorced,Black or African American,Urban
2019,Education (Department of),FY19 GRANT IN AID-ASSEMBLY ; STATE MISC. 70     9,6500000.0,Education,Monetary Donation,DONOR_377,Female,20.0,High School or Less,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 10 ; STATE MISC. 48     9,90000.0,Education,Monetary Donation,DONOR_378,Male,22.0,College,Part-Time,Yes,Single,White,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 11 ; STATE MISC. 49     9,90000.0,Education,Monetary Donation,DONOR_379,Female,44.0,Doctorate,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 12 ; STATE MISC. 50     9,90000.0,Education,Monetary Donation,DONOR_380,Female,24.0,College,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 16 ; STATE MISC. 52     9,150000.0,Education,Monetary Donation,DONOR_381,Female,55.0,Masters Level,Full-Time,Yes,Single,White,Suburban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 17 ; STATE MISC. 53     9,150000.0,Education,Monetary Donation,DONOR_382,Male,27.0,College,Full-Time,Yes,Single,Hispanic or Latino,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 19 ; STATE MISC. 54     9,150000.0,Education,Monetary Donation,DONOR_383,Female,35.0,High School or Less,Part-Time,No,Married,White,Suburban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 23 ; STATE MISC. 55     9,90000.0,Education,Monetary Donation,DONOR_384,Female,40.0,Masters Level,Full-Time,Yes,Divorced,Hispanic or Latino,Suburban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 29 ; STATE MISC. 57     9,90000.0,Education,Monetary Donation,DONOR_385,Female,29.0,Masters Level,Full-Time,Yes,Single,White,Rural
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 32 ; STATE MISC. 58     9,90000.0,Education,Monetary Donation,DONOR_386,Female,20.0,Masters Level,Full-Time,No,Widowed,White,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 5 ; STATE MISC. 42     9,90000.0,Education,Monetary Donation,DONOR_387,Female,39.0,College,Part-Time,No,Single,Asian,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 6 ; STATE MISC. 43     9,90000.0,Education,Monetary Donation,DONOR_388,Male,35.0,Masters Level,Part-Time,Yes,Divorced,Asian,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 7 ; STATE MISC. 45     9,90000.0,Education,Monetary Donation,DONOR_389,Male,56.0,College,Full-Time,Yes,Married,Asian,Urban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 8 ; STATE MISC. 46     9,90000.0,Education,Monetary Donation,DONOR_390,Female,44.0,High School or Less,Full-Time,No,Married,White,Suburban
2021,Education (Department of),Morgan Stanley,13720.0,Education,Monetary Donation,DONOR_391,Female,31.0,College,Full-Time,Yes,Divorced,White,Suburban
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 9 ; STATE MISC. 47     9,150000.0,Education,Monetary Donation,DONOR_392,Female,24.0,College,Full-Time,No,Married,White,Urban
2019,Education (Department of),FY19 NYS SENATE GRANT-IN- AID. ; STATE MISC. 69     9,759000.0,Education,Monetary Donation,DONOR_393,Male,25.0,College,Part-Time,Yes,Married,Hispanic or Latino,Suburban
2019,Education (Department of),G. Wassner ; PS 600M - technology ; Fund for Public Schools ; FUNDS PUB SCHL 20  0,50000.0,Education,Monetary Donation,DONOR_394,Male,34.0,College,Full-Time,Yes,Single,Black or African American,Urban
2019,Education (Department of),Gates ; High Quality Teacher for All ; Fund for Public Schools ; FUNDS PUB SCHL 27  0,25942.0,Education,Monetary Donation,DONOR_395,Female,40.0,High School or Less,Part-Time,Yes,Married,White,Urban
2019,Education (Department of),Gates Foundation ; Clinical Teacher Preparation ; Fund for Public Schools ; FUNDS PUB SCHL 368 9,84383.0,Education,Monetary Donation,DONOR_396,Female,41.0,College,Full-Time,Yes,Single,Black or African American,Urban
2019,Education (Department of),Gates Foundation ; Continuous Learning NSI (Gates) ; Fund for Public Schools ; FUNDS PUB SCHL 65  0,459713.0,Education,Monetary Donation,DONOR_397,Male,18.0,Doctorate,Unemployed,No,Divorced,Hispanic or Latino,Urban
2019,Education (Department of),Gilder Lehrman Institute ; PS 440R - Saturday academy ; Fund for Public Schools ; FUNDS PUB SCHL 378 9,15000.0,Education,Monetary Donation,DONOR_398,Male,53.0,Masters Level,Full-Time,Yes,Widowed,Hispanic or Latino,Urban
2019,Education (Department of),"Global Writes ; Global Writes Award for Afterschool Programs at 10X291, 10X159, 10X054, 10X023 and 10X340 ; PRIVATE GRANT  31  0",125000.0,Education,Monetary Donation,DONOR_399,Female,39.0,High School or Less,Full-Time,Yes,Married,White,Rural
2019,Education (Department of),"Global Writes Award for Afterschool Programs at 10X291, 10X159, 10X054, 10X023 and 10X340 ; PRIVATE GRANT  31  0",200000.0,Education,Monetary Donation,DONOR_400,Female,19.0,College,Full-Time,Yes,Single,White,Suburban
2019,Education (Department of),"Global Writes Award for Afterschool Programs at 10X291, 10X159, 10X054, 10X023 and 10X340. ; PRIVATE GRANT  30  9",1058124.0,Education,Monetary Donation,DONOR_401,Female,39.0,College,Full-Time,Yes,Married,White,Suburban
2019,Education (Department of),H. Howard ; PS 146M - Summer program ; Fund for Public Schools ; FUNDS PUB SCHL 23  0,15000.0,Education,Monetary Donation,DONOR_402,Female,18.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2019,Education (Department of),Harvest Collegiate HS - Burch ; FUNDS PUB SCHL 27  9,463780.0,Education,Monetary Donation,DONOR_403,Male,55.0,Masters Level,Full-Time,Yes,Divorced,White,Suburban
2019,Education (Department of),Hayden ; PS 258Q - Summer bridge ; Fund for Public Schools ; FUNDS PUB SCHL 13  0,15232.0,Education,Monetary Donation,DONOR_404,Male,42.0,College,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),Hayden Foundation ; PS 368X - college readiness ; Fund for Public Schools ; FUNDS PUB SCHL 382 9,72000.0,Education,Monetary Donation,DONOR_405,Male,62.0,College,Full-Time,Yes,Single,White,Rural
2019,Education (Department of),Heckscher Foundation ; In-Tech Academy ; Fund for Public Schools ; FUNDS PUB SCHL 350 9,46000.0,Education,Monetary Donation,DONOR_406,Male,35.0,High School or Less,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),Heckscher Foundation ; PS 225X - PD ; Fund for Public Schools ; FUNDS PUB SCHL 367 9,50000.0,Education,Monetary Donation,DONOR_407,Female,25.0,College,Full-Time,Yes,Married,White,Suburban
2019,Education (Department of),Helmsey Reading Recovery Charter Schools; Girls Preparatory Charter School of The Bronx ; SELF SUSTAINING 40 9,9221.66,Education,Monetary Donation,DONOR_408,Male,42.0,Masters Level,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),High Quality Teacher for All ; FUNDS PUB SCHL 27  0,2480312.0,Education,Monetary Donation,DONOR_409,Female,20.0,College,Full-Time,No,Married,White,Urban
2019,Education (Department of),Hite ; District 6 - Staff Development ; Fund for Public Schools ; FUNDS PUB SCHL 32  0,25000.0,Education,Monetary Donation,DONOR_410,Female,41.0,Masters Level,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),Humans of NY ; FUNDS PUB SCHL 08  9,38297.0,Education,Monetary Donation,DONOR_411,Male,19.0,College,Full-Time,Yes,Single,Asian,Rural
2019,Education (Department of),Humans of NY ; PS 671K - Humans of NY ; Fund for Public Schools ; FUNDS PUB SCHL 07  0,32667.0,Education,Monetary Donation,DONOR_412,Male,20.0,Masters Level,Full-Time,Yes,Single,White,Rural
2019,Education (Department of),IACE ; PS 242M - Dual Language ; Fund for Public Schools ; FUNDS PUB SCHL 53  0,21383.0,Education,Monetary Donation,DONOR_413,Female,30.0,College,Full-Time,Yes,Single,Hispanic or Latino,Urban
2019,Education (Department of),IC MOD ; IC REV ACS Center ; INTRA-CITY-41      9,25000.0,Education,Monetary Donation,DONOR_414,Female,25.0,College,Part-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),IC MOD ; IC REV BBP Mindfulness IC ; INTRA-CITY-40      9,111856.0,Education,Monetary Donation,DONOR_415,Female,24.0,Masters Level,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),IC REV ; Obesity TF DOHMH D67 UA 481/482 ; INTRA-CITY-24      0,2761986.0,Education,Monetary Donation,DONOR_416,Male,23.0,Masters Level,Full-Time,Yes,Married,Black or African American,Rural
2019,Education (Department of),ING Financial ; PS 51M - enrichment ; Fund for Public Schools ; FUNDS PUB SCHL 74  0,10000.0,Education,Monetary Donation,DONOR_417,Female,30.0,College,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),Integration Charter School ; Sub Coverage for 31R078 ; PRIVATE GRANT  45  0,5400.0,Education,Monetary Donation,DONOR_418,Female,37.0,High School or Less,Full-Time,Yes,Married,White,Rural
2019,Education (Department of),IS 24 After School Program ; Test Prep Aid at 31R024 ; SELF SUSTAINING 89 9,17104.84,Education,Monetary Donation,DONOR_419,Female,38.0,College,Full-Time,Yes,Single,White,Suburban
2019,Education (Department of),IS 7 Elias Bernstein ; Test Prep Program at 31R007 ; SELF SUSTAINING 18 0,32000.0,Education,Monetary Donation,DONOR_420,Female,28.0,College,Full-Time,Yes,Single,White,Suburban
2019,Education (Department of),iZone ; FUNDS PUB SCHL 19  9,815765.0,Education,Monetary Donation,DONOR_421,Female,20.0,High School or Less,Full-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),JAMES MADISON LEGACY PROGRAM/JUSTICE RESOURCE CENTER ; PRIVATE GRANT  31  9,25789.0,Education,Monetary Donation,DONOR_422,Male,37.0,College,Full-Time,Yes,Married,White,Rural
2019,Education (Department of),Japan Foundation ; PS 147K - Japanese program ; Fund for Public Schools ; FUNDS PUB SCHL 384 9,10000.0,Education,Monetary Donation,DONOR_423,Male,65.0,High School or Less,Full-Time,Yes,Married,White,Urban
2019,Education (Department of),John J Gallo CPA PPLC ; 06M187 John J Gallo CPA PPLC ; PRIVATE GRANT  30  0,10000.0,Education,Monetary Donation,DONOR_424,Female,20.0,High School or Less,Full-Time,Yes,Married,Hispanic or Latino,Urban
2019,Education (Department of),JROTC ; JROTC Airforce Award for 11X455 ; ROTC  12           0,126568.0,Education,Monetary Donation,DONOR_425,Female,51.0,College,Full-Time,Yes,Single,Other,Rural
2019,Education (Department of),JROTC ; JROTC Award for 10X440 ; ROTC  11           0,105047.0,Education,Monetary Donation,DONOR_426,Male,26.0,Masters Level,Full-Time,No,Single,White,Urban
2019,Education (Department of),JUSTICE RESOURCE CENTER ; CIVIC EDUCATION ; PRIVATE GRANT  30  9,35550.0,Education,Monetary Donation,DONOR_427,Female,36.0,High School or Less,Full-Time,Yes,Single,White,Urban
2019,Education (Department of),Kardashian Jenner Family Fdtn. ; PS 35X - equipment ; Fund for Public Schools ; FUNDS PUB SCHL 60  0,50000.0,Education,Monetary Donation,DONOR_428,Female,43.0,College,Full-Time,No,Married,White,Suburban
2019,Education (Department of),"Korean Education Center, Consulate General in New York ; 26q495 Korean grant ; PRIVATE GRANT  39  0",7000.0,Education,Monetary Donation,DONOR_429,Male,37.0,College,Full-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),Latchkey After School Center Program at 31R053 ; SELF SUSTAINING 74 0,547000.0,Education,Monetary Donation,DONOR_430,Female,57.0,College,Part-Time,Yes,Married,Black or African American,Urban
2019,Education (Department of),Latchkey After School Center Program at 31R053 ; SELF SUSTAINING 74 9,1905397.0,Education,Monetary Donation,DONOR_431,Female,64.0,College,Full-Time,Yes,Married,White,Urban
